Family, Component Name, Data Integration, Map/Reduce, Spark Batch, Spark Streaming, Storm, Camel
Talend Data Stewardship, tDataStewardshipTaskInput, Yes, No, No, No, No, No
Talend Data Stewardship, tDataStewardshipTaskOutput, Yes, No, No, No, No, No
Talend MDM, tSurviveFields, Yes, No, No, No, No, No
Technical, tHashInput, Yes, No, No, No, No, No
Technical, tHashOutput, Yes, No, No, No, No, No
XML, tAdvancedFileOutputXML, Yes, No, No, No, No, No
XML, tDTDValidator, Yes, No, No, No, No, No
XML, tEDIFACTtoXML, Yes, No, No, No, No, No
XML, tExtractXMLField, Yes, No, No, No, No, No
XML, tFileInputMSXML, Yes, No, No, No, No, No
XML, tFileInputXML, Yes, No, No, No, No, No
XML, tFileOutputXML, Yes, No, No, No, No, No
XML, tWriteXMLField, Yes, No, No, No, No, No
XML, tXMLMap, Yes, No, No, No, No, No
XML, tXSDValidator, Yes, No, No, No, No, No
XML, tXSLT, Yes, No, No, No, No, No
