id, value
Talend_Studio_8.Cloud.Amazon.Aurora.tAmazonAuroraCommit,186
Talend_Studio_8.Cloud.Amazon.Aurora.tAmazonAuroraConnection,187
Talend_Studio_8.Cloud.Amazon.Aurora.tAmazonAuroraInput,188
Talend_Studio_8.Cloud.Amazon.Aurora.tAmazonAuroraInvalidRows,189
Talend_Studio_8.Cloud.Amazon.Aurora.tAmazonAuroraOutput,190
Talend_Studio_8.Cloud.Amazon.Aurora.tAmazonAuroraRollback,191
Talend_Studio_8.Cloud.Amazon.Aurora.tAmazonAuroraRow,192
Talend_Studio_8.Cloud.Amazon.Aurora.tAmazonAuroraValidRows,193
Talend_Studio_8.Cloud.Amazon.tAmazonEMRListInstances,194
Talend_Studio_8.Cloud.Amazon.tAmazonEMRManage,195
Talend_Studio_8.Cloud.Amazon.tAmazonEMRResize,196
Talend_Studio_8.Cloud.Amazon.Mysql,
Talend_Studio_8.Cloud.Amazon.Mysql.tAmazonMysqlClose,197
Talend_Studio_8.Cloud.Amazon.Mysql.tAmazonMysqlCommit,198
Talend_Studio_8.Cloud.Amazon.Mysql.tAmazonMysqlConnection,199
Talend_Studio_8.Cloud.Amazon.Mysql.tAmazonMysqlInput,200
Talend_Studio_8.Cloud.Amazon.Mysql.tAmazonMysqlOutput,201
Talend_Studio_8.Cloud.Amazon.Mysql.tAmazonMysqlRollback,202
Talend_Studio_8.Cloud.Amazon.Mysql.tAmazonMysqlRow,203
Talend_Studio_8.Cloud.Amazon.Oracle,
Talend_Studio_8.Cloud.Amazon.Oracle.tAmazonOracleClose,204
Talend_Studio_8.Cloud.Amazon.Oracle.tAmazonOracleCommit,205
Talend_Studio_8.Cloud.Amazon.Oracle.tAmazonOracleConnection,206
Talend_Studio_8.Cloud.Amazon.Oracle.tAmazonOracleInput,207
Talend_Studio_8.Cloud.Amazon.Oracle.tAmazonOracleOutput,208
Talend_Studio_8.Cloud.Amazon.Oracle.tAmazonOracleRollback,209
Talend_Studio_8.Cloud.Amazon.Oracle.tAmazonOracleRow,210
Talend_Studio_8.Cloud.Amazon.Redshift,
Talend_Studio_8.Cloud.Amazon.Redshift.tAmazonRedshiftManage,211
Talend_Studio_8.Cloud.Azure,
Talend_Studio_8.Cloud.Azure.tAzureAdlsGen2Input,212
Talend_Studio_8.Cloud.Azure.tAzureAdlsGen2Output,213
Talend_Studio_8.Cloud.Azure.tAzureStorageConnection,214
